_id,app_name,user_score,user_date,user_comments,evaluation
6645de4183f867cdd7e89469,대한민국 구석구석,1,2023년 6월 16일,어플 색깔 왜 이 모양으로 만든거에요;;;; 찾기도 힘들고 뭐하는 어플인지도 모르겠는데;;;; 심지어 멋있거나 이쁘지도 않음;;;;; 뭔이 색으로 돌려놔요,1
6645de4183f867cdd7e8946a,대한민국 구석구석,1,2024년 4월 30일,앱을 만들어놓고선 뭐 되는게 없네요.. 앱 깔아서 뭐 정보 얻고 할인받으시려는분들 그냥 깔지 마시기 바랍니다. 계속 튕기고.. 진행도 안되고.. 가족 전체가 다 그래서 여행지에서 기분 망쳤습니다.,
6645de4183f867cdd7e8946b,대한민국 구석구석,5,2023년 11월 16일,관광지 검색할때 편하고 가볼래터로 신규 관광지랑 선물도 받을 수 있어 좋아요!,
6645de4183f867cdd7e8946c,대한민국 구석구석,1,2024년 5월 4일,인터넷 검색보다 못합니다 없는 축제가 너무 많아요,
6645de4183f867cdd7e8946d,대한민국 구석구석,5,2020년 7월 31일,앱 구경만 해도 기분이 좋아요. 정말 정성을 들인 앱 같아요. 여러가지 읽을 거리 풍성하네요. 안내해준 여행 모두 하고 싶네요. 감사합니다~♡♡,10
6645de4183f867cdd7e8946e,대한민국 구석구석,1,2022년 10월 1일,"정보는 나름 유용한데, 그걸 형편없는 인터페이스 수시로 뜨는 오류로 다 깎아먹음",
6645de4183f867cdd7e8946f,대한민국 구석구석,5,2021년 5월 12일,여행 정보가 다양하고 많네요! 이벤트도 많고 축제정보도 많아서 도움이 됩니다.,3
6645de4183f867cdd7e89470,대한민국 구석구석,5,2019년 11월 5일,"노트9 최신버전사용중인데 내 주변기능이 빙빙 돌기만하고 되지않아요,데이터든 와이파이든 동일합니다",11
6645de4183f867cdd7e89471,대한민국 구석구석,1,2023년 8월 25일,어플깔고 위치 허용 눌렀는데 할인 바코드찍어도 어플설치하라는 오류메시지만 뜸 나만 할인못받음 개짜증 직원이 했는데도 왜이러는지 모르겠다고함 제대로 만들지도 않을거면 이딴거하지마쇼,
6645de4183f867cdd7e89472,대한민국 구석구석,1,2023년 1월 6일,실행할때마다 팝업창 뜨듯이 깜박거려서 결국은 삭제했어요. 아쉽네요..,1
